0,006769908;0,00682053;0,006940772;0,007837489;0,009349412;0,010652721;0,01183947;0,01350549;0,014642528;0,017787402
0,013046803;0,012556526;0,012951396;0,012777162;0,012872347;0,013627199;0,013898152;0,013475229;0,09437403;0,157736984
0,012723083;0,012852804;0,013355926;0,012454294;0,112031231;0,092736509;0,110575662;0,114609038;0,01483473;0,017695559
0,012487271;0,012415404;0,013085785;0,033308466;0,097217306;0,095384911;0,090453755;0,045360379;0,014556368;0,0161843
0,092275076;0,092412266;0,091355252;0,112062178;0,114293217;0,012750529;0,070119653;0,07147592;0,014358999;0,029517354
0,09034215;0,094263855;0,111364302;0,092170279;0,090689485;0,012904748;0,013096223;0,111631694;0,014286854;0,114307188
0,070411879;0,094989073;0,091666792;0,112034302;0,090496058;0,012896305;0,01263481;0,012868803;0,035097432;0,121386414
0,114245065;0,131916025;0,131412377;0,115453577;0,013391622;0,013305257;0,013524322;0,013749071;0,162255572;0,156886743
0,062369645;0,053422687;0,065320948;0,042543862;0,01292434;0,110711838;0,052028865;0,114290853;0,073313717;0,077078734
0,012823433;0,012111913;0,012569405;0,01262443;0,01286679;0,055065588;0,060570793;0,013288142;0,074476475;0,070994157
