[0.005960440999999997, 0.006337303000000016, 0.006907404000000006, 0.009133808000000077, 0.014176164000000213, 0.017518341000000603, 0.02065715499999854, 0.02510211899999959, 0.03086850800000107, 0.03851185700000315]
[0.01279001500000021, 0.0127663069999997, 0.01160464000000161, 0.013558054999997182, 0.016671173999995403, 0.020762593000000606, 0.02364952100000295, 0.031446477999999445, 0.030602670000007492, 0.3527355489999877]
[0.01704935300000443, 0.012819405000001893, 0.01247722000000806, 0.013910921999993775, 0.13601057599998967, 0.22707967599998824, 0.023321083999974235, 0.25482873300001074, 0.3517704589999937, 0.06643653400001881]
[0.014957167000005711, 0.013309106999997766, 0.01355704100001276, 0.014216802000021289, 0.01733723799998188, 0.21187165700001742, 0.025947264000024006, 0.2826100720000113, 0.03386150199997928, 0.1256696940000097]
[0.015242220000004636, 0.013962393000042539, 0.013856557999986308, 0.03090114999997695, 0.11227950900001815, 0.11804767799998217, 0.024556838000023617, 0.27981046200000037, 0.3481334919999881, 0.3443959660000928]
[0.01850504499998351, 0.014419485999951576, 0.014159111000026314, 0.035023653000052946, 0.16226496699994186, 0.11829734299999473, 0.023969945999965603, 0.20827814300002956, 0.10173290199998064, 0.3487283370000114]
[0.014949419000004127, 0.014624766999986605, 0.014131949999978133, 0.01474525799994808, 0.1404983520000087, 0.13228399600006924, 0.024598874000048454, 0.18520422899996447, 0.03269634500009033, 0.13173030600000857]
[0.11260356599996157, 0.12061412400009885, 0.09281189800003631, 0.09241310200002317, 0.018166205999932572, 0.04355267400001139, 0.23308190000000195, 0.22850546200004374, 0.03401894199998878, 0.043785476000039125]
[0.1361945819999164, 0.13290759700009858, 0.092278904000068, 0.11347756100008155, 0.018130170999938855, 0.02307313400001476, 0.18179892400007702, 0.04453234100003556, 0.37820042400016973, 0.4136042089999137]
[0.13345133899997563, 0.11553740299996207, 0.11409389199980069, 0.12187782599994534, 0.15897682200011332, 0.20951150500013682, 0.296492292000039, 0.032604614000092624, 0.32935727399990355, 0.36426655100012795]
